@relation dataset-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C9-L1-5-V-H-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C10-L1-3-V-H-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C11-L1-3-V-H

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute outputs-1 {0,1,2,3,4}
@attribute outputs-2 {0,1,2}
@attribute outputs-3 {0,1,2}

@data
1465,'2019/10/29 11:35:41:928',34,439,109,0,0,-8,?,?,1
1466,'2019/10/29 11:35:41:944',34,439,109,0,0,-5,?,?,1
1467,'2019/10/29 11:35:41:961',34,443,109,0,0,-5,?,?,1
1468,'2019/10/29 11:35:41:977',34,443,109,0,0,-5,?,?,1
1469,'2019/10/29 11:35:42:560',35,512,119,0,0,-1,?,?,1
1470,'2019/10/29 11:35:42:577',35,512,119,0,0,-1,?,?,1
1471,'2019/10/29 11:35:42:594',35,514,118,0,0,-1,?,?,1
1472,'2019/10/29 11:35:42:610',35,514,118,0,0,-1,?,?,1
1473,'2019/10/29 11:35:42:627',35,515,116,0,0,-1,?,?,1
1474,'2019/10/29 11:35:42:643',35,515,116,0,0,-1,?,?,1
1475,'2019/10/29 11:35:42:660',35,514,116,0,0,-1,?,?,1
1476,'2019/10/29 11:35:42:677',35,514,116,0,0,-1,?,?,1
1477,'2019/10/29 11:35:42:693',35,519,118,0,0,-1,?,?,1
1478,'2019/10/29 11:35:42:710',35,519,118,0,0,-1,?,?,1
1479,'2019/10/29 11:35:42:727',35,520,120,0,0,-1,?,?,1
1480,'2019/10/29 11:35:42:743',35,520,120,0,0,-1,?,?,1
1481,'2019/10/29 11:35:42:760',35,522,119,0,0,-1,?,?,1
1482,'2019/10/29 11:35:42:776',35,522,119,0,0,-1,?,?,1
1483,'2019/10/29 11:35:42:793',35,524,123,0,0,-1,?,?,1
1484,'2019/10/29 11:35:42:809',35,524,123,0,0,-1,?,?,1
1615,'2019/10/29 11:35:54:039',37,573,178,0,0,-245,?,?,1
1616,'2019/10/29 11:35:54:055',37,570,177,0,0,-245,?,?,1
1617,'2019/10/29 11:35:54:072',37,570,177,0,0,-245,?,?,1
1618,'2019/10/29 11:35:54:088',37,567,175,0,0,-245,?,?,1
1619,'2019/10/29 11:35:54:105',37,567,175,0,0,-245,?,?,1
1620,'2019/10/29 11:35:54:122',37,564,175,0,0,-245,?,?,1
1621,'2019/10/29 11:35:54:138',37,564,175,0,0,-245,?,?,1
1622,'2019/10/29 11:35:54:155',37,562,174,0,0,-245,?,?,1
1623,'2019/10/29 11:35:54:172',37,562,174,0,0,-245,?,?,1
1624,'2019/10/29 11:35:54:189',37,559,171,0,0,-245,?,?,1
1625,'2019/10/29 11:35:54:205',37,559,171,0,0,-245,?,?,1
1626,'2019/10/29 11:35:54:222',37,558,169,0,0,-245,?,?,1
1627,'2019/10/29 11:35:54:238',37,558,169,0,0,-245,?,?,1
1628,'2019/10/29 11:35:54:256',37,558,169,0,0,-245,?,?,1
1629,'2019/10/29 11:35:54:272',37,555,166,0,0,-245,?,?,1
1630,'2019/10/29 11:35:54:288',37,555,166,0,0,-245,?,?,1
1631,'2019/10/29 11:35:57:438',38,610,123,0,0,-28,?,?,1
1632,'2019/10/29 11:35:57:453',38,613,120,0,0,-28,?,?,1
1633,'2019/10/29 11:35:57:470',38,613,120,0,0,-28,?,?,1
1634,'2019/10/29 11:35:57:487',38,616,117,0,0,-28,?,?,1
1635,'2019/10/29 11:35:57:503',38,616,117,0,0,-28,?,?,1
1636,'2019/10/29 11:35:57:521',38,617,115,0,0,-28,?,?,1
1637,'2019/10/29 11:35:57:537',38,617,115,0,0,-28,?,?,1
1638,'2019/10/29 11:35:57:554',38,615,112,0,0,-28,?,?,1
1639,'2019/10/29 11:35:57:569',38,615,112,0,0,-28,?,?,1
1640,'2019/10/29 11:35:57:587',38,613,110,0,0,-28,?,?,1
1641,'2019/10/29 11:35:57:604',38,613,110,0,0,-28,?,?,1
1642,'2019/10/29 11:35:57:620',38,610,110,0,0,-28,?,?,1
1643,'2019/10/29 11:35:57:637',38,610,110,0,0,-28,?,?,1
1644,'2019/10/29 11:35:57:653',38,606,109,0,0,-28,?,?,1
1645,'2019/10/29 11:36:01:652',39,254,129,0,0,-181,?,?,1
1646,'2019/10/29 11:36:01:669',39,259,128,0,0,-181,?,?,1
1647,'2019/10/29 11:36:01:686',39,265,126,0,0,-181,?,?,1
1648,'2019/10/29 11:36:01:702',39,265,126,0,0,-181,?,?,1
1649,'2019/10/29 11:36:01:720',39,271,125,0,0,-181,?,?,1
1650,'2019/10/29 11:36:01:735',39,271,125,0,0,-181,?,?,1
1651,'2019/10/29 11:36:01:751',39,275,124,0,0,-181,?,?,1
1652,'2019/10/29 11:36:01:769',39,275,124,0,0,-181,?,?,1
1653,'2019/10/29 11:36:01:785',39,277,124,0,0,-181,?,?,1
1654,'2019/10/29 11:36:01:801',39,277,124,0,0,-181,?,?,1
1655,'2019/10/29 11:36:01:819',39,278,124,0,0,-181,?,?,1
1656,'2019/10/29 11:36:01:835',39,278,124,0,0,-181,?,?,1
1657,'2019/10/29 11:36:01:853',39,280,124,0,0,-181,?,?,1
1658,'2019/10/29 11:36:01:868',39,280,124,0,0,-181,?,?,1
1659,'2019/10/29 11:36:01:886',39,279,124,0,0,-181,?,?,1
1660,'2019/10/29 11:36:01:902',39,279,124,0,0,-181,?,?,1
1661,'2019/10/29 11:36:01:919',39,278,124,0,0,-181,?,?,1
